PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7052,170464646,65492,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7053,170464647,131204,CC(C)(CO)[C@H](C(=O)NCCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
7054,170464648,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,Microsource
7055,170464649,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7056,170464650,91442,CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7057,170464651,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,Microsource
7058,170464652,441308,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7059,170464653,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
7060,170464654,63013,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7061,170464655,135398738,CN(C)/N=N/C1=C(NC=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7062,170464656,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enzo
7063,170464657,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inconclusive agonist,,,Microsource
7064,170464658,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7065,170464659,84003,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Vitas
7066,170464660,6436,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Sequoia
7067,170464661,785,C1=CC(=CC=C1O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7068,170464662,60855,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sequoia
7069,170464663,3034010,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,9.9977,-37.8725,Sequoia
7070,170464664,5625,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sequoia
7071,170464665,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7072,170464666,441336,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
7073,170464667,54746,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7074,170464668,457193,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,92,,,active antagonist,active antagonist,0.0223821,-92.534,active agonist,0.0251131,48.5747,active antagonist,0.0316155,-107.408,inactive,,0,SIGMA
7075,170464669,63002,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7076,170464670,3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7077,170464671,5381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-30.9966,inconclusive agonist,29.847,65.9048,inactive,,0,inactive,,0,Sequoia
7078,170464672,18340,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7079,170464673,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Inconclusive,5,,,inconclusive,inconclusive antagonist,28.1774,-31.0697,inactive,,0,inactive,,0,inactive,,0,Sequoia
7080,170464674,60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,Active,47,,,active antagonist,active antagonist,11.8823,-57.7154,inactive,,0,inconclusive antagonist,13.3322,-83.8919,inconclusive antagonist,,,Tocris
7081,170464675,11634155,CC(C)C[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2CC1=O)OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemical Block
7082,170464676,441130,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7083,170464677,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7084,170464678,19518,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7085,170464679,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7086,170464680,27461,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7087,170464681,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,13.3322,-32.8734,inactive,,0,inactive,,0,inactive,,0,Bosche
7088,170464682,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Specs
7089,170464683,6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
7090,170464684,9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enzo
7091,170464685,5745,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,17.7787,27.4512,inconclusive agonist,17.7787,77.3426,inactive,,0,Selleck
7092,170464686,6503,C(C(CO)(CO)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
7093,170464687,9015,COC1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Bosche
7094,170464688,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.354732,-54.5469,inactive,,0,active antagonist,0.203345,-58.0733,active antagonist,0.29847,-36.9439,Prestwick
7095,170464689,4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Selleck
7096,170464690,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,11.2176,-56.4094,inconclusive agonist,23.7083,59.4942,inconclusive antagonist,5.01072,-42.1799,active antagonist,22.8157,-53.7814,Vitas
7097,170464691,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7098,170464692,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Specs
7099,170464693,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7100,170464694,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Inconclusive,5,,,inconclusive,active antagonist,5.95525,-52.6414,active agonist,14.9589,258.93,active agonist,18.8322,169.706,inactive,,0,Enzo
7101,170464695,16051942,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@@]1(C)C(=O)OC)C)O)C,Inconclusive,5,,,inconclusive,active antagonist,10.5901,-43.0916,inconclusive agonist,,,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
7102,170464696,12947,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7103,170464697,92163,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7104,170464698,5472,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7105,170464699,39186,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enzo
7106,170464700,123608,C(CC(=O)O)C(=O)CN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7107,170464701,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7108,170464702,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Active,42,,,active antagonist,active antagonist,31.0147,-43.2507,inactive,,0,inconclusive antagonist,,-53.3599,inactive,,0,Microsource
7109,170464703,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7110,170464704,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7111,170464705,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,19.948,39.5573,inactive,,0,Microsource
7112,170464706,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,23.7083,93.0841,inactive,,0,inconclusive agonist,23.7083,93.8916,inactive,,0,Vitas
7113,170464707,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7114,170464708,38911,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,18.8322,-112.709,inconclusive agonist,11.8823,100.962,inconclusive antagonist,11.8823,-120.484,active antagonist,13.3322,-52.1356,Microsource
7115,170464709,71384,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Tocris
7116,170464710,9801803,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C\4/C[C@H](C[C@@H](C4=C)O)O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,31.0147,-107.887,inconclusive agonist,31.6155,78.9534,inconclusive antagonist,33.4889,-100.586,inconclusive antagonist,29.847,-117.846,"Prestwick Chemical, Inc."
7117,170464711,9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Bosche
7118,170464712,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7119,170464713,441207,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.0694332,-103.337,active agonist,0.118823,84.9893,active antagonist,0.138537,-121.938,active antagonist,0.0310147,-35.5552,Sequoia
7120,170464714,2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7121,170464715,3446,C1CCC(CC1)(CC(=O)O)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7122,170464716,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7123,170464717,9642,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,"Prestwick Chemical, Inc."
7124,170464718,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7125,170464719,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,11.8823,-32.1114,inactive,,0,inconclusive antagonist,,,inactive,,0,Labotest
7126,170464720,22162,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7127,170464721,77990,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sequoia
7128,170464722,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Microsource
7129,170464723,214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Active,42,,,active antagonist,active antagonist,27.6418,-37.3434,inactive,,0,inconclusive antagonist,23.7083,-41.6202,inactive,,0,Sequoia
7130,170464724,7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7131,170464725,3741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7132,170464726,2767,[NH2-].[NH2-].Cl[Pt+2]Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Tocris
7133,170464727,460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,29.847,-90.6565,inactive,,0,inconclusive antagonist,,,inactive,,0,Microsource
7134,170464728,54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7135,170464729,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7136,170464730,23894,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7137,170464731,5362129,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7138,170464732,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Prestwick
7139,170464733,6540478,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,26.6011,-95.7282,inconclusive agonist,33.4889,48.7554,inconclusive antagonist,29.847,-122.264,inconclusive,,,Prestwick
7140,170464734,23665410,CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
7141,170464735,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7142,170464736,14720269,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7143,170464737,35370,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7144,170464738,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7145,170464739,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
7146,170464740,21467,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7147,170464741,5794,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7148,170464742,60871,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Sequoia
7149,170464743,5284409,CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
7150,170464744,180559,CC(C)NC[C@H](COC1=CC=C(C=C1)CC(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7151,170464745,2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7152,170464746,5284627,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7153,170464747,62884,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7154,170464748,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7155,170464749,51040,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7156,170464750,5281077,CCC(/C=C/Cl)(C#C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,GVK
7157,170464751,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7158,170464752,62881,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Microsource
7159,170464753,64927,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Specs
7160,170464754,5593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enzo
7161,170464755,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive antagonist,,,SigmaAldrich
7162,170464756,66007,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
7163,170464757,62999,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Vitas
7164,170464758,11065,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,29.847,-90.2263,Microsource
7165,170464759,3011155,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Selleck
7166,170464760,136122621,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Tocris
7167,170464761,5281032,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,32.228,-31.2096,inactive,,0,inconclusive antagonist,33.4889,-36.2868,active antagonist,18.8322,-76.3563,"Prestwick Chemical, Inc."
